"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1962-01","1962","01","-5.1","","-16.9","","-11.0","","8.9","","-32.2","S","5.1","","22.6","","25.1","","23","","29","","82",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1962-02","1962","02","-10.6","","-19.5","","-15.1","","10.6","","-38.9","","0.0","T","40.9","","38.9","","33","","36","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1962-03","1962","03","-3.6","","-13.4","","-8.5","","7.2","","-33.9","","0.5","","27.7","","25.4","","18","","34","","71",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1962-04","1962","04","10.6","","-0.3","","5.2","","19.4","","-6.1","","21.6","","14.0","","35.8","","0","","29","","69","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1962-05","1962","05","15.9","","4.9","","10.4","","23.3","","-2.2","S","52.1","","4.8","","57.2","","0","","32","","77",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1962-06","1962","06","20.8","","10.1","","15.5","","28.9","","5.6","","78.0","","0.0","","78.0","","0","","32","","71",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1962-07","1962","07","20.9","","10.4","","15.7","","27.2","","6.1","","80.5","","0.0","","80.5","","0","","25","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1962-08","1962","08","21.0","","10.3","","15.7","","28.9","","3.9","","57.4","","0.0","","57.4","","0","","29","","89",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1962-09","1962","09","18.3","","4.8","","11.6","","28.3","","-1.7","","25.9","","0.0","","25.9","","0","","32","","50",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1962-10","1962","10","13.3","","1.5","","7.4","","21.7","S","-6.1","","6.6","","4.6","","11.2","","0","","29","","71",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1962-11","1962","11","4.0","","-4.8","","-0.4","","15.0","","-16.7","","2.8","","7.1","","9.7","","0","T","29","","90",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1962-12","1962","12","-2.8","","-11.7","","-7.3","","7.8","","-26.7","","1.0","","23.9","","21.3","","13","","34","","68",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1963-01","1963","01","-9.7","","-20.3","","-15.0","","9.4","S","-33.9","","0.0","","44.5","","37.1","","20","","34","","89",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1963-02","1963","02","-3.3","","-11.3","","-7.3","","10.6","","-30.0","","2.8","","22.4","","22.9","","10","","29","","51",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1963-03","1963","03","1.8","","-5.8","","-2.0","","11.1","","-17.8","","6.4","","10.2","","15.7","","0","T","7","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1963-04","1963","04","10.3","","-0.8","","4.8","","21.1","","-13.3","","8.4","","13.5","","20.8","","0","","14","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1963-05","1963","05","15.4","","4.1","","9.8","","27.2","","-5.0","","19.3","","13.5","","32.3","","0","","29","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1963-06","1963","06","21.2","","9.1","","15.2","","27.8","","3.3","","54.9","","0.0","","54.9","","0","","36","","79",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1963-07","1963","07","24.3","","12.5","","18.4","","31.1","","7.2","","65.0","","0.0","","65.0","","0","","25","","108",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1963-08","1963","08","23.4","","11.1","","17.3","","30.6","S","5.6","","27.7","","0.0","","27.7","","0","","29","","50",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1963-09","1963","09","21.2","","8.6","","14.9","","29.4","","3.3","S","33.5","","0.0","","33.5","","0","","29","","58","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1963-10","1963","10","14.9","","1.9","","8.4","","25.0","","-8.3","","12.7","","0.0","","12.7","","0","","27","","60",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1963-11","1963","11","-1.3","","-10.3","","-5.8","","15.6","","-28.9","","1.8","","8.1","","8.6","","3","","34","","71",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1963-12","1963","12","-5.2","","-13.6","","-9.4","","9.4","","-28.9","","0.0","T","19.8","","10.2","","3","","32","","85",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1964-01","1964","01","-5.8","","-13.9","","-9.9","","5.6","","-28.9","","0.0","","27.9","","18.3","","13","","29","","71",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1964-02","1964","02","2.7","","-6.9","","-2.1","","7.8","","-13.3","","0.3","","12.4","","10.7","","3","","29","","97",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1964-03","1964","03","-2.6","","-14.4","","-8.5","","17.2","","-27.2","","0.0","T","14.5","","10.7","","0","","34","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1964-04","1964","04","10.8","","-1.2","","4.8","","23.9","","-7.8","","13.7","","5.8","","19.1","","0","","29","","80",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1964-05","1964","05","16.6","","5.4","","11.0","","25.0","","1.7","S","54.4","","0.0","","54.4","","0","","29","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1964-06","1964","06","20.9","","9.8","","15.4","","27.8","","6.1","","26.4","","0.0","","26.4","","0","","29","","93",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1964-07","1964","07","23.9","","12.4","","18.2","","32.8","","7.8","","75.2","","0.0","","75.2","","0","","29","","100",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1964-08","1964","08","20.4","","9.9","","15.2","","29.4","","3.3","","70.9","","0.0","","70.9","","0","","27","","109",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1964-09","1964","09","13.4","","3.6","","8.5","","24.4","","-2.8","","64.3","","1.0","","64.8","","0","","29","","77",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1964-10","1964","10","13.7","","1.7","","7.7","","27.2","","-5.0","","6.4","","0.0","","6.4","","0","","34","","76",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1964-11","1964","11","-2.0","","-9.6","","-5.8","","13.3","","-27.2","","0.3","","51.6","","37.1","","20","","34","","68",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1964-12","1964","12","-16.1","","-22.9","","-19.5","","2.8","","-35.0","","0.0","T","26.7","","18.0","","28","","32","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1965-01","1965","01","-11.4","","-20.1","","-15.8","","7.2","","-36.1","","9.9","","62.5","","50.8","","43","","29","","77",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1965-02","1965","02","-5.8","","-19.1","","-12.5","","7.8","","-30.0","","0.0","T","49.3","","25.9","","46","","34","","90",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1965-03","1965","03","-3.2","","-13.8","","-8.5","","7.2","S","-23.9","S","1.8","","17.8","","11.4","","25","","34","","93",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1965-04","1965","04","7.6","","-1.5","","3.1","","23.3","","-10.0","","4.1","","16.5","","16.3","","0","","32","","71",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1965-05","1965","05","15.7","","4.3","","10.0","","23.3","","-0.6","","71.9","","1.8","","73.7","","0","","34","","89",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1965-06","1965","06","19.4","","9.2","","14.3","","32.2","","5.0","S","190.0","","0.0","","190.0","","0","","32","","97",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1965-07","1965","07","23.7","","13.4","","18.6","","30.6","S","8.9","","53.6","","0.0","","53.6","","0","","23","","87",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1965-08","1965","08","23.3","","12.7","","18.0","","32.2","","6.1","S","54.4","","0.0","","54.4","","0","","32","","100",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1965-09","1965","09","11.1","","1.4","","6.3","","22.2","","-5.6","","22.9","","5.1","","27.9","","0","","34","","71",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1965-10","1965","10","14.8","","2.3","","8.6","","22.8","","-2.8","S","5.6","","0.0","T","5.6","","0","","32","","113",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1965-11","1965","11","-3.0","","-10.9","","-7.0","","12.2","","-25.6","","0.5","","22.1","","18.0","","13","","32","S","68",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1965-12","1965","12","-6.2","","-14.3","","-10.3","","7.8","","-32.8","","0.0","T","19.3","","16.8","","20","","18","","77",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1966-01","1966","01","-18.9","","-25.8","","-22.4","","1.1","","-37.2","","0.0","T","45.0","","35.3","","25","","34","","51",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1966-02","1966","02","-5.1","","-15.6","","-10.4","","6.7","","-23.3","","0.0","T","17.0","","12.7","","23","","32","","80",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1966-03","1966","03","0.9","","-9.3","","-4.2","","17.2","","-23.9","S","0.5","","4.3","","5.1","","0","","29","","66",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1966-04","1966","04","6.0","","-4.1","","1.0","","16.1","","-11.1","S","6.6","","10.9","","18.5","","0","","34","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1966-05","1966","05","18.6","","6.2","","12.4","","30.6","","0.0","","28.2","","0.0","T","28.2","","0","","32","","66",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1966-06","1966","06","19.3","","8.2","","13.8","","26.7","S","2.8","","22.6","","0.0","T","22.6","","0","","32","","80",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1966-07","1966","07","22.6","","11.8","","17.2","","29.4","","6.7","","62.2","","0.0","","62.2","","0","","27","","68",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1966-08","1966","08","20.3","","10.4","","15.4","","30.6","","4.4","","163.6","","0.0","","163.6","","0","","16","","71",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1966-09","1966","09","19.1","","7.9","","13.5","","27.8","","1.7","","8.6","","0.0","","8.6","","0","","32","","55",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1966-10","1966","10","9.8","","0.2","","5.0","","24.4","","-8.3","","6.1","","1.0","","7.1","","0","","27","","100",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1966-11","1966","11","-5.2","","-13.2","","-9.2","","7.2","","-24.4","","1.8","","24.6","","16.8","","8","","32","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1966-12","1966","12","-6.4","","-13.5","","-10.0","","5.6","","-27.2","S","2.3","","15.7","","11.9","","13","","34","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1967-01","1967","01","-11.2","","-19.3","","-15.3","","4.4","","-30.6","","0.0","T","38.1","","26.2","","36","","32","","108",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1967-02","1967","02","-3.4","","-14.9","","-9.2","","5.6","S","-27.8","","1.0","","25.9","","19.8","","30","","27","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1967-03","1967","03","-5.0","","-14.3","","-9.7","","7.2","","-25.6","","1.8","","42.2","","31.0","","25","","2","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1967-04","1967","04","4.5","","-4.8","","-0.2","","14.4","","-13.9","","1.3","","14.7","","13.5","","0","","18","","55",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1967-05","1967","05","16.3","","4.8","","10.6","","25.0","S","-3.9","","40.1","","0.0","T","40.1","","0","","34","","77",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1967-06","1967","06","19.8","","8.7","","14.3","","29.4","","1.1","S","42.7","","1.0","","43.7","","0","","36","","89",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1967-07","1967","07","23.8","","11.9","","17.9","","29.4","","4.4","","51.3","","0.0","","51.3","","0","","25","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1967-08","1967","08","25.1","","12.9","","19.0","","31.1","S","8.3","S","74.4","","0.0","","74.4","","0","","32","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1967-09","1967","09","23.1","","8.9","","16.0","","33.9","","2.2","","0.8","","0.0","","0.8","","0","","29","","90",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1967-10","1967","10","10.1","","1.6","","5.9","","20.6","","-2.2","","26.4","","15.5","","40.9","","0","","29","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1967-11","1967","11","2.2","","-6.2","","-2.0","","12.2","","-17.2","","13.5","","11.7","","23.1","","0","","32","","93",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1967-12","1967","12","-5.5","","-14.2","","-9.9","","6.7","","-26.7","","2.5","","41.4","","25.9","","20","","32","","84",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1968-01","1968","01","-11.1","","-19.7","","-15.4","","11.1","","-32.2","","7.9","","25.1","","25.1","","8","","34","","100",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1968-02","1968","02","-2.7","","-11.2","","-7.0","","12.2","S","-28.9","","0.0","T","9.4","","4.8","","0","T","34","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1968-03","1968","03","5.3","","-3.1","","1.1","","17.2","","-10.6","","1.0","","15.5","","9.9","","0","T","16","","60","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1968-04","1968","04","10.3","","-1.4","","4.5","","23.3","S","-12.2","","0.0","T","20.8","","16.8","","0","","34","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1968-05","1968","05","17.2","","5.1","","11.2","","26.1","","-5.0","","2.5","","0.0","","2.5","","0","","29","","90",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1968-06","1968","06","20.1","","8.9","","14.5","","27.8","","2.2","","54.4","","0.0","T","54.4","","0","","34","","85",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1968-07","1968","07","23.2","","11.3","","17.3","","31.1","","5.6","","78.2","","0.0","","78.2","","0","","34","","82",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1968-08","1968","08","19.6","","9.5","","14.6","","26.7","","4.4","","84.8","","0.0","","84.8","","0","","34","","53",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1968-09","1968","09","15.7","","6.2","","11.0","","23.9","","-0.6","","34.8","","2.0","","37.3","","0","","29","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1968-10","1968","10","9.9","","0.7","","5.3","","16.7","","-2.8","","7.1","","2.5","","9.9","","0","","29","","95",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1968-11","1968","11","2.8","","-5.1","","-1.2","","10.0","","-17.8","","0.0","T","3.0","","3.0","","0","","29","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1968-12","1968","12","-12.4","","-19.6","","-16.0","","-1.7","S","-35.0","","0.0","","39.1","","27.7","","20","","11","","55",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1969-01","1969","01","-22.3","","-29.8","","-26.1","","5.6","","-39.4","","3.8","","28.7","","23.9","","30","","34","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1969-02","1969","02","-7.6","","-16.8","","-12.2","","0.0","","-28.9","","0.0","","27.7","","19.8","","38","","14","","51",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1969-03","1969","03","-0.1","","-10.2","","-5.2","","10.0","","-20.0","S","0.0","T","9.1","","8.9","","8","","34","","51",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1969-04","1969","04","12.9","","1.7","","7.3","","22.8","","-6.1","","18.8","","9.9","","28.7","","0","","29","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1969-05","1969","05","17.6","","5.4","","11.5","","28.9","","0.0","","33.3","","0.0","T","33.3","","0","","29","","68","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1969-06","1969","06","22.3","","9.2","","15.8","","30.6","S","0.6","","24.9","","0.0","","24.9","","0","","5","","60",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1969-07","1969","07","22.7","","11.1","","16.9","","31.1","","6.7","","83.6","","0.0","","83.6","","0","","27","","80",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1969-08","1969","08","23.1","","10.7","","16.9","","28.9","","4.4","","114.3","","0.0","","114.3","","0","","29","","105",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1969-09","1969","09","15.0","","6.2","","10.6","","26.1","S","-1.1","","79.5","","0.3","","80.0","","0","","7","","77",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1969-10","1969","10","7.4","","-2.0","","2.7","","17.2","","-9.4","","17.8","","7.4","","25.9","","0","T","34","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1969-11","1969","11","3.4","","-5.2","","-0.9","","15.0","","-19.4","","1.3","","19.3","","17.8","","0","T","36","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1969-12","1969","12","-2.3","","-9.8","","-6.1","","8.9","","-19.4","","1.5","","20.3","","17.8","","13","","29","","80",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1970-01","1970","01","-12.4","","-20.1","","-16.3","","6.1","","-37.8","","0.0","T","18.3","","14.7","","18","","27","","55",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1970-02","1970","02","-1.1","","-10.1","","-5.6","","7.8","S","-23.9","S","0.8","","14.7","","11.9","","13","","29","","71",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1970-03","1970","03","-1.6","","-10.4","","-6.0","","10.6","","-23.3","","0.3","","26.7","","22.1","","3","","34","","80",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1970-04","1970","04","9.5","","-0.7","","4.4","","15.0","S","-6.1","","4.6","","2.3","","6.9","","0","","34","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1970-05","1970","05","17.7","","5.5","","11.6","","28.3","","0.0","","25.4","","3.3","","28.7","","0","","29","","93",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1970-06","1970","06","23.9","","12.5","","18.2","","34.4","","8.3","","91.2","","0.0","","91.2","","0","","29","","93",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1970-07","1970","07","22.8","","12.9","","17.9","","30.6","S","9.4","S","158.8","","0.0","","158.8","","0","","32","","77",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1970-08","1970","08","23.1","","11.6","","17.4","","31.1","","5.6","","22.6","","0.0","","22.6","","0","","32","","105",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1970-09","1970","09","16.7","","4.8","","10.8","","27.2","S","-2.2","","26.7","","8.4","","34.0","","0","","29","","85",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1970-10","1970","10","9.3","","-1.0","","4.2","","25.6","","-10.6","","0.8","","34.3","","35.6","","8","","32","","80",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1970-11","1970","11","-5.1","","-11.7","","-8.4","","4.4","S","-28.3","","3.0","","26.2","","25.9","","13","","5","","58",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1970-12","1970","12","-13.0","","-20.9","","-17.0","","2.8","","-32.8","","0.0","T","21.8","","18.5","","30","","29","","84",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1971-01","1971","01","-13.6","","-22.1","","-17.9","","7.2","","-33.9","","8.4","","42.9","","42.7","","51","","34","","95",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1971-02","1971","02","-1.9","","-12.5","","-7.2","","6.7","","-26.1","","0.3","","4.3","","4.1","","25","","32","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1971-03","1971","03","-0.9","","-10.4","","-5.7","","5.6","","-22.2","","0.0","","21.3","","18.5","","23","","5","","60",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1971-04","1971","04","10.4","","0.2","","5.3","","17.2","","-8.3","","0.0","T","3.8","","2.8","","0","","34","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1971-05","1971","05","20.2","","7.2","","13.7","","30.0","","0.0","","10.9","","0.0","T","10.9","","0","","29","","103",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1971-06","1971","06","19.4","","10.1","","14.8","","27.2","","5.0","","97.5","","0.0","","97.5","","0","","29","","87",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1971-07","1971","07","21.6","","11.9","","16.8","","30.0","","6.1","","127.0","","0.0","","127.0","","0","","36","","69",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1971-08","1971","08","25.2","","13.5","","19.4","","33.3","","7.8","","11.9","","0.0","","11.9","","0","","32","","87",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1971-09","1971","09","15.2","","5.2","","10.2","","28.3","","-2.2","","14.7","","7.6","","22.4","","0","","29","","80",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1971-10","1971","10","10.9","","-0.6","","5.2","","23.9","S","-10.0","S","2.8","","0.8","","3.6","","0","T","34","","76",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1971-11","1971","11","-0.1","","-7.1","","-3.6","","8.3","","-21.7","","7.1","","20.1","","25.1","","3","","29","","89",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1971-12","1971","12","-11.1","","-19.3","","-15.2","","3.9","","-33.3","","0.0","","42.7","","35.3","","18","","29","","77",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1972-01","1972","01","-12.5","","-22.0","","-17.3","","5.6","","-41.1","","0.0","T","23.9","","21.1","","20","","32","","114",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1972-02","1972","02","-11.3","","-18.2","","-14.8","","2.2","S","-27.8","","0.0","","31.8","","30.0","","38","","32","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1972-03","1972","03","0.3","","-7.8","","-3.8","","11.7","","-31.7","","14.5","","24.1","","44.7","","0","T","32","","58",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1972-04","1972","04","9.1","","-1.9","","3.6","","26.1","","-13.9","","11.9","","21.3","","35.1","","0","","32","","85",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1972-05","1972","05","18.5","","7.2","","12.9","","30.0","","-0.6","","55.4","","1.0","","56.4","","0","","18","","68",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1972-06","1972","06","20.9","","10.8","","15.9","","28.3","","6.7","S","112.3","","0.0","","112.3","","0","","27","","85",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1972-07","1972","07","19.8","","10.3","","15.1","","25.6","","6.7","","50.5","","0.0","","50.5","","0","","29","","84",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1972-08","1972","08","23.6","","12.8","","18.2","","30.0","","7.2","S","77.2","","0.0","","77.2","","0","","32","","90",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1972-09","1972","09","11.6","","2.3","","7.0","","22.8","","-3.9","S","30.7","","8.1","","37.6","","0","","34","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1972-10","1972","10","9.6","","-1.3","","4.2","","22.2","","-10.6","","8.6","","4.6","","12.7","","0","","29","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1972-11","1972","11","-0.1","","-5.7","","-2.9","","6.7","","-15.0","","1.8","","24.4","","21.6","","3","","29","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1972-12","1972","12","-9.7","","-17.8","","-13.8","","4.4","","-29.4","","0.0","T","24.6","","17.3","","18","","16","","66",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1973-01","1973","01","-5.3","","-14.6","","-10.0","","7.2","","-27.8","S","0.0","T","13.0","","11.7","","18","","34","","97",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1973-02","1973","02","-4.8","","-13.2","","-9.0","","11.1","","-26.7","","1.0","","14.5","","12.7","","15","","29","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1973-03","1973","03","4.8","","-5.3","","-0.3","","12.2","","-11.7","","1.3","","5.1","","5.3","","0","","34","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1973-04","1973","04","8.9","","-1.1","","3.9","","18.3","","-7.2","","4.1","","35.8","","39.4","","0","","29","","71",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1973-05","1973","05","18.6","","6.9","","12.8","","28.3","S","0.0","","37.1","","0.0","","37.1","","0","","16","","82",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1973-06","1973","06","20.7","","9.9","","15.3","","31.7","","5.0","","147.6","","0.0","","147.6","","0","","25","","87",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1973-07","1973","07","22.8","","11.9","","17.4","","31.7","","8.9","S","61.5","","0.0","","61.5","","0","","32","","89",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1973-08","1973","08","21.1","","10.9","","16.0","","28.9","","2.2","","101.1","","0.0","","101.1","","0","","32","","77",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1973-09","1973","09","16.2","","6.2","","11.2","","26.1","","-0.6","","47.0","","0.3","","47.2","","0","","27","","117",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1973-10","1973","10","8.8","","0.9","","4.9","","15.0","","-2.8","S","21.8","","9.9","","31.0","","0","","29","","85",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1973-11","1973","11","-9.7","","-14.9","","-12.3","","-1.1","","-23.9","","0.5","","39.9","","34.0","","20","","29","","55",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1973-12","1973","12","-6.8","","-14.3","","-10.6","","3.9","","-26.7","","0.3","","31.5","","27.9","","41","","34","","47","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1974-01","1974","01","-13.1","","-21.1","","-17.1","","2.8","","-35.0","","0.0","T","52.3","","40.4","","76","","34","","72","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1974-02","1974","02","-3.0","","-12.3","","-7.7","","7.2","","-28.9","","0.0","T","30.0","","24.4","","64","","32","","58",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1974-03","1974","03","-5.1","","-13.8","","-9.5","","6.1","","-25.0","","0.0","T","38.1","","34.0","","71","","34","","68",""
